granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_icu,n_hospital_main_cause,date_of_publishing
day,nation,norge,2020,total,total,2020,35,2020-35,2020/2021,6,2020-08-26,0,2,2022-01-21
day,nation,norge,2020,total,total,2020,35,2020-35,2020/2021,6,2020-08-27,0,3,2022-01-21
day,nation,norge,2020,total,total,2020,35,2020-35,2020/2021,6,2020-08-28,1,2,2022-01-21
day,nation,norge,2020,total,total,2020,35,2020-35,2020/2021,6,2020-08-29,0,1,2022-01-21
day,nation,norge,2020,total,total,2020,35,2020-35,2020/2021,6,2020-08-30,0,0,2022-01-21
day,nation,norge,2020,total,total,2020,36,2020-36,2020/2021,7,2020-08-31,0,1,2022-01-21
day,nation,norge,2020,total,total,2020,36,2020-36,2020/2021,7,2020-09-01,0,2,2022-01-21
day,nation,norge,2020,total,total,2020,36,2020-36,2020/2021,7,2020-09-02,0,2,2022-01-21
day,nation,norge,2020,total,total,2020,36,2020-36,2020/2021,7,2020-09-03,0,2,2022-01-21
day,nation,norge,2020,total,total,2020,36,2020-36,2020/2021,7,2020-09-04,0,3,2022-01-21
day,nation,norge,2020,total,total,2020,36,2020-36,2020/2021,7,2020-09-05,1,0,2022-01-21
day,nation,norge,2020,total,total,2020,36,2020-36,2020/2021,7,2020-09-06,0,2,2022-01-21
day,nation,norge,2020,total,total,2020,37,2020-37,2020/2021,8,2020-09-07,0,4,2022-01-21
day,nation,norge,2020,total,total,2020,37,2020-37,2020/2021,8,2020-09-08,0,2,2022-01-21
day,nation,norge,2020,total,total,2020,37,2020-37,2020/2021,8,2020-09-09,0,4,2022-01-21
day,nation,norge,2020,total,total,2020,37,2020-37,2020/2021,8,2020-09-10,0,4,2022-01-21
day,nation,norge,2020,total,total,2020,37,2020-37,2020/2021,8,2020-09-11,0,3,2022-01-21
day,nation,norge,2020,total,total,2020,37,2020-37,2020/2021,8,2020-09-12,1,2,2022-01-21
day,nation,norge,2020,total,total,2020,37,2020-37,2020/2021,8,2020-09-13,1,1,2022-01-21
day,nation,norge,2020,total,total,2020,38,2020-38,2020/2021,9,2020-09-14,1,6,2022-01-21
day,nation,norge,2020,total,total,2020,38,2020-38,2020/2021,9,2020-09-15,1,1,2022-01-21
day,nation,norge,2020,total,total,2020,38,2020-38,2020/2021,9,2020-09-16,0,4,2022-01-21
day,nation,norge,2020,total,total,2020,38,2020-38,2020/2021,9,2020-09-17,0,2,2022-01-21
day,nation,norge,2020,total,total,2020,38,2020-38,2020/2021,9,2020-09-18,0,3,2022-01-21
day,nation,norge,2020,total,total,2020,38,2020-38,2020/2021,9,2020-09-19,0,5,2022-01-21
day,nation,norge,2020,total,total,2020,38,2020-38,2020/2021,9,2020-09-20,0,2,2022-01-21
day,nation,norge,2020,total,total,2020,39,2020-39,2020/2021,10,2020-09-21,1,3,2022-01-21
day,nation,norge,2020,total,total,2020,39,2020-39,2020/2021,10,2020-09-22,0,3,2022-01-21
day,nation,norge,2020,total,total,2020,39,2020-39,2020/2021,10,2020-09-23,1,3,2022-01-21
day,nation,norge,2020,total,total,2020,39,2020-39,2020/2021,10,2020-09-24,0,3,2022-01-21
day,nation,norge,2020,total,total,2020,39,2020-39,2020/2021,10,2020-09-25,1,1,2022-01-21
day,nation,norge,2020,total,total,2020,39,2020-39,2020/2021,10,2020-09-26,0,1,2022-01-21
day,nation,norge,2020,total,total,2020,39,2020-39,2020/2021,10,2020-09-27,0,1,2022-01-21
day,nation,norge,2020,total,total,2020,40,2020-40,2020/2021,11,2020-09-28,1,6,2022-01-21
day,nation,norge,2020,total,total,2020,40,2020-40,2020/2021,11,2020-09-29,0,4,2022-01-21
day,nation,norge,2020,total,total,2020,40,2020-40,2020/2021,11,2020-09-30,0,3,2022-01-21
day,nation,norge,2020,total,total,2020,40,2020-40,2020/2021,11,2020-10-01,1,5,2022-01-21
day,nation,norge,2020,total,total,2020,40,2020-40,2020/2021,11,2020-10-02,0,4,2022-01-21
day,nation,norge,2020,total,total,2020,40,2020-40,2020/2021,11,2020-10-03,0,0,2022-01-21
day,nation,norge,2020,total,total,2020,40,2020-40,2020/2021,11,2020-10-04,1,1,2022-01-21
day,nation,norge,2020,total,total,2020,41,2020-41,2020/2021,12,2020-10-05,0,2,2022-01-21
day,nation,norge,2020,total,total,2020,41,2020-41,2020/2021,12,2020-10-06,0,1,2022-01-21
day,nation,norge,2020,total,total,2020,41,2020-41,2020/2021,12,2020-10-07,2,5,2022-01-21
day,nation,norge,2020,total,total,2020,41,2020-41,2020/2021,12,2020-10-08,0,3,2022-01-21
day,nation,norge,2020,total,total,2020,41,2020-41,2020/2021,12,2020-10-09,0,10,2022-01-21
day,nation,norge,2020,total,total,2020,41,2020-41,2020/2021,12,2020-10-10,0,4,2022-01-21
day,nation,norge,2020,total,total,2020,41,2020-41,2020/2021,12,2020-10-11,0,7,2022-01-21
day,nation,norge,2020,total,total,2020,42,2020-42,2020/2021,13,2020-10-12,1,4,2022-01-21
day,nation,norge,2020,total,total,2020,42,2020-42,2020/2021,13,2020-10-13,1,2,2022-01-21
day,nation,norge,2020,total,total,2020,42,2020-42,2020/2021,13,2020-10-14,1,1,2022-01-21
day,nation,norge,2020,total,total,2020,42,2020-42,2020/2021,13,2020-10-15,0,3,2022-01-21
day,nation,norge,2020,total,total,2020,42,2020-42,2020/2021,13,2020-10-16,0,5,2022-01-21
day,nation,norge,2020,total,total,2020,42,2020-42,2020/2021,13,2020-10-17,2,4,2022-01-21
day,nation,norge,2020,total,total,2020,42,2020-42,2020/2021,13,2020-10-18,1,3,2022-01-21
day,nation,norge,2020,total,total,2020,43,2020-43,2020/2021,14,2020-10-19,0,1,2022-01-21
day,nation,norge,2020,total,total,2020,43,2020-43,2020/2021,14,2020-10-20,0,8,2022-01-21
day,nation,norge,2020,total,total,2020,43,2020-43,2020/2021,14,2020-10-21,1,10,2022-01-21
day,nation,norge,2020,total,total,2020,43,2020-43,2020/2021,14,2020-10-22,2,5,2022-01-21
day,nation,norge,2020,total,total,2020,43,2020-43,2020/2021,14,2020-10-23,0,4,2022-01-21
day,nation,norge,2020,total,total,2020,43,2020-43,2020/2021,14,2020-10-24,1,7,2022-01-21
day,nation,norge,2020,total,total,2020,43,2020-43,2020/2021,14,2020-10-25,0,8,2022-01-21
day,nation,norge,2020,total,total,2020,44,2020-44,2020/2021,15,2020-10-26,1,12,2022-01-21
day,nation,norge,2020,total,total,2020,44,2020-44,2020/2021,15,2020-10-27,2,5,2022-01-21
day,nation,norge,2020,total,total,2020,44,2020-44,2020/2021,15,2020-10-28,0,7,2022-01-21
day,nation,norge,2020,total,total,2020,44,2020-44,2020/2021,15,2020-10-29,1,13,2022-01-21
day,nation,norge,2020,total,total,2020,44,2020-44,2020/2021,15,2020-10-30,1,6,2022-01-21
day,nation,norge,2020,total,total,2020,44,2020-44,2020/2021,15,2020-10-31,0,6,2022-01-21
day,nation,norge,2020,total,total,2020,44,2020-44,2020/2021,15,2020-11-01,0,5,2022-01-21
day,nation,norge,2020,total,total,2020,45,2020-45,2020/2021,16,2020-11-02,2,13,2022-01-21
day,nation,norge,2020,total,total,2020,45,2020-45,2020/2021,16,2020-11-03,6,18,2022-01-21
day,nation,norge,2020,total,total,2020,45,2020-45,2020/2021,16,2020-11-04,2,9,2022-01-21
day,nation,norge,2020,total,total,2020,45,2020-45,2020/2021,16,2020-11-05,3,18,2022-01-21
day,nation,norge,2020,total,total,2020,45,2020-45,2020/2021,16,2020-11-06,3,18,2022-01-21
day,nation,norge,2020,total,total,2020,45,2020-45,2020/2021,16,2020-11-07,0,12,2022-01-21
day,nation,norge,2020,total,total,2020,45,2020-45,2020/2021,16,2020-11-08,1,10,2022-01-21
day,nation,norge,2020,total,total,2020,46,2020-46,2020/2021,17,2020-11-09,1,15,2022-01-21
day,nation,norge,2020,total,total,2020,46,2020-46,2020/2021,17,2020-11-10,1,13,2022-01-21
day,nation,norge,2020,total,total,2020,46,2020-46,2020/2021,17,2020-11-11,2,21,2022-01-21
day,nation,norge,2020,total,total,2020,46,2020-46,2020/2021,17,2020-11-12,4,18,2022-01-21
day,nation,norge,2020,total,total,2020,46,2020-46,2020/2021,17,2020-11-13,1,20,2022-01-21
day,nation,norge,2020,total,total,2020,46,2020-46,2020/2021,17,2020-11-14,4,10,2022-01-21
day,nation,norge,2020,total,total,2020,46,2020-46,2020/2021,17,2020-11-15,4,13,2022-01-21
day,nation,norge,2020,total,total,2020,47,2020-47,2020/2021,18,2020-11-16,4,19,2022-01-21
day,nation,norge,2020,total,total,2020,47,2020-47,2020/2021,18,2020-11-17,4,16,2022-01-21
day,nation,norge,2020,total,total,2020,47,2020-47,2020/2021,18,2020-11-18,2,12,2022-01-21
